content,class
"""Texas voters gave Republicans a majority in the state legislature. But a small group of Republicans have betrayed that trust and worked a deal with Democrats to block Conservative legislation.  Do Blackrock and Vanguard control the RINO Texas Speaker and in turn the Texas House?… https://t.co/M7D04pmsWZ https://t.co/Ra7WVqhwPj https://t.co/bOJznQ7UdY""",1
"""People who leave California for another state because California is an untenable mess - but bring their progressive politics with them is something I can tell you from my friends in Arizona is a big source of confusion and frustration for people.""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Musk is a danger to the world.""",1
"""@MAGAVoice @5ikyu888 How convenient and how interesting that no one can specifically define what “the deep state” is. That way, trump can do whatever he wants to whomever he pleases without any real justification or proof - just “they’re the Deep State.” Hitler had his Brownshirts, trump’s got his… https://t.co/OnTVjLVJs2""",0
"""@YourAnonCentral Everything that you say is upside fucking down, the deep state have done nothing but attack Trump for over 8 years now you lying communist cunt.""",0
"""I'm going to drain the swamp  Do you support my efforts? https://t.co/a912C0QcnE""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Simple Question!   Do you support me and Trump COMPLETELY draining the SWAMP? We're talking a FULL SWAMP DRAIN.  A) Yes B) No https://t.co/hqIlRnXJUm""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""Trump’s pick to head OMB Russell Vought says he wants government employees “traumatically affected” and “to not want to go to work because they are increasingly viewed as the villains.” Targeting our nation’s public servants is wrong and dangerous. https://t.co/SsnC0U76qb""",0
"""@IanJaeger29 Deep state rino https://t.co/capJBa4m0j""",1
"""@RepThomasMassie Can we just stop monkeying around and lay all your plans on the table as one issue bills. Put them to a vote. Let’s see where people really stand. Who’s really conservative? Who’s really a RINO? And who is a socialist Democrat?""",0
"""Jon Karl reads Tom Emmer a Trump post calling him a ""RINO"" and ""out of touch."" Emmer responds: ""The president has been wonderful to me. Been wonderful to my wife.""  Humiliating. https://t.co/JWbYVfXsj7""",0
"""The Q-Key Connections Map  Giving Visualization To How Exactly ""Everything Is Connected"" To The Ashkenazi Khazarian Luciferian Cabal Mafia.  🔍 Q Anon Starter Guide &amp; Deep State Connection Maps    💊 https://t.co/HWYeONPjKY 💊 https://t.co/1dydd0qjlF https://t.co/REt1c3M4eo https://t.co/oYwdaIgwrr""",1
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""Obama is giving a new face to a failed #healthcare system. He thinks it was about #Sebelius  when it is, and always be about #Obamacare""",1
"""Should we show mercy for Mark Zuckerberg for admitting he regrets censoring information for Biden and Harris? https://t.co/RCQYdjuIOE""",1
"""@glenn_tunes Republicans have not had any ethics since Eisenhower…with the exception of John McCain…so the entire party was easily bought off with Russian money. https://t.co/yefW5SiHQr""",1
"""2025.1.12 IS:SUE プレミアム全員オフラインサイン会 NANO  RINO YUUKI  #ISSUE  #イッシュ  #ISSUE_オフライン  #NANO #RINO #YUUKI https://t.co/LLE9qbDQRz""",0
"""Check it out, In a recent podcast, Jillian Michaels interviewed Senator Ron Johnson, who exposed what he claims are government lies, Covid cover-ups, and strategies to fight the 'Deep State'. Key points included criticism of vaccine focus, concerns over Big Pharma, and… https://t.co/ub77kK6fmO https://t.co/rFQHGtfOHF""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""@YourAnonCentral No. Sorry.  Just look at donations.  Deep state cares about power and military industrial complex.  Democrats are the party of deep state, most billionaires, elitists and racists.""",0
"""Most Democrats still don't realize this, but if Trump fulfills all his major promises, like draining the swamp, terminating the deep state, &amp; ending censorship, he will get to control the White House until the day he dies.  Dems won't get anywhere close to the White House for a… https://t.co/5zxBN0NRyD https://t.co/grliD4WmR1""",1
"""Texas voters gave Republicans a majority in the state legislature. But a small group of Republicans have betrayed that trust and worked a deal with Democrats to block Conservative legislation.  Do Blackrock and Vanguard control the RINO Texas Speaker and in turn the Texas House?… https://t.co/M7D04pmsWZ https://t.co/Ra7WVqhwPj https://t.co/bOJznQ7UdY""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""I'm going to drain the swamp  Do you support my efforts? https://t.co/a912C0QcnE""",1
"""@goocre_rino おはよー☀""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""JUST IN: 🇺🇸 US Congressman Buddy Carter introduces bill to abolish the IRS and repeal income, payroll, estate, and gift taxes. https://t.co/HphfaWOXN8""",0
"""""Down with Iohannis!  ""Iohannis leave!"" ""Round two back!"" ""Down with the dictatorship!"" ... shout hundreds of thousands of Romanians in Bucharest, the capital of #Romania after after the #Romaniacoup orchestrated by the deep state in Romania with support from Brussels, following… https://t.co/dXBMk0DrRv https://t.co/cCpMV6Nm5V""",0
"""@OANN Jake Sullivan is a card-carrying member of the World Economic Forum. His allegiance is to the Deep State, Old Guard, Blob Cabal. Everything he says should be followed by the sound of a toilet flush..""",1
"""Just like President Trump, Senator Joseph McCarthy was right about most everything! The deep state came after him with lawfare too. The leftist (marxist) media was unrelenting in their smears and lies back then as well. https://t.co/QzKdGGB9bh""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""@RoryStewartUK @elonmusk @BBCRosAtkins Rory Stewart, you're just mad because Elon Musk is calling out the deep state and the BBC's own biases. Ros Atkins' ""fact-check"" is just a thinly veiled attempt to discredit Musk's message.  Musk is a champion of free speech and is taking on the establishment, including the BBC.… https://t.co/Sz9UAtCP0L""",1
"""Why do so many feel like they've fallen behind?  It's not because of immigrants, trans people, the “deep state,” or any other bogeyman trotted out by the GOP.   It's because big corporations and billionaires have rigged markets and siphoned off most of the economy's gains.""",0
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
"""The Flynn Network 🚫  Do you all see?   This is why you are not allowed to grow on this platform unless you play 'The Game'. Which is peddle Deep State narratives that supports the Military Industrial Complex.  I will say this once again. Most of the popular conservative accounts… https://t.co/AzT436V4JB https://t.co/Py1IanQ8jk https://t.co/1D4Om3vAGd""",1
